subject,total_questions,correct,wrong,study_time,difficulty,current_net,target_net,predicted_net
nanotechnology,35,20,15,178,0.7404400404802662,16.25,25.554335153240714,19.17418966242564
classical mechanics,42,34,8,147,0.8723179162767664,32.0,49.174863528558355,40.71925444481408
oceanography,48,26,22,136,0.9530422350999644,20.5,32.349967315917326,28.719096958661208
photography,45,35,10,206,1.1546021308463956,32.5,41.325120051849716,41.48795337230074
history,31,18,13,73,1.1027513752428129,14.75,29.828555510597496,14.663544997722797
physics,49,23,26,144,0.8257092485321037,16.5,36.371242171466584,23.529611708912036
classical mechanics,10,1,9,192,0.8888583876111736,-1.25,15.641158457872411,8.153515866009453
physical chemistry,44,23,21,228,0.9586983105665312,17.75,32.068962195051384,31.87905553748632
dentistry,29,3,26,27,1.381596623413408,-3.5,7.973994971117184,0.0
oceanography,46,10,36,106,1.3289162016422802,1.0,11.226925458347647,1.0691056028544277
materials science,10,4,6,232,1.0145043339241118,2.5,13.802673461905503,13.538656352006212
artificial intelligence,46,45,1,206,0.5945107104534897,44.75,53.374279877432826,52.30345980270417
psychology,20,19,1,192,0.6464860049912143,18.75,31.29122569201879,24.96613938371337
human resources,27,12,15,139,0.9565926446221582,8.25,24.362084507411502,12.165345651062324
accounting,40,19,21,77,1.4211506782264138,13.75,31.48045439842693,15.467237068511531
history,29,15,14,109,0.8540875482628386,11.5,19.38551078522569,16.525437654801003
nursing,26,12,14,197,0.6948097441836675,8.5,22.53146119304588,17.701127611865164
optics,40,26,14,32,0.6733503206516086,22.5,27.785167008373055,22.634737045094667
international relations,38,24,14,35,0.5871741583782939,20.5,32.62030233868965,19.92423559623071
industrial design,21,0,21,87,0.5914366860493262,-5.25,0.5132651144783402,0.0
architecture,26,22,4,169,1.058963616387727,21.0,27.507667645035248,23.905599650537788
database systems,17,9,8,39,0.7824172997245766,7.0,24.013609724207235,8.638908346044683
software engineering,36,34,2,52,1.157927975828521,33.5,38.78759152268537,33.78702479552341
operating systems,33,4,29,78,0.6208135765745353,-3.25,3.121695343560912,1.6732672433190285
physics,36,0,36,16,1.3376633312785424,-9.0,10.827731180679585,0.0
human resources,22,0,22,235,1.434887051709267,-5.5,5.77035232983992,5.843462608029162
database systems,32,25,7,166,1.0484715130234623,23.25,36.171246498814575,31.819347137520996
astronomy,50,31,19,52,1.3756738377370248,26.25,33.436740825018276,26.898575041609575
oceanography,16,12,4,13,0.7989940168210724,11.0,30.859809370512146,9.159421350518926
photography,27,3,24,129,0.8861558031602247,-3.0,15.560198536559316,3.2403679109009063
networking,49,9,40,111,1.150758317139521,-1.0,13.235299928855204,1.9913570216833945
business administration,40,5,35,133,1.3120559789443198,-3.75,8.561544077784248,4.526003833430557
theater,19,6,13,72,0.6428851043168864,2.75,10.33481605763674,4.128060762967923
sociology,43,30,13,23,0.7979114269935013,26.75,45.5931931766533,26.983608503833885
artificial intelligence,19,19,0,69,0.7983184779000573,19.0,38.879424425654086,20.222235872849687
architecture,33,15,18,85,0.7232960140326296,10.5,26.77856454190529,11.483390017711795
evolution,28,27,1,65,1.213208813964031,26.75,44.75335384711496,26.316011676089328
psychology,27,27,0,144,1.1694286604670467,27.0,42.45237429824386,33.65138664556616
data science,22,5,17,94,1.0913501174159501,0.75,15.458649386985106,4.088473341456544
electromagnetism,43,27,16,153,1.3933762845870428,23.0,32.44326936958219,28.986244296065905
genetics,43,18,25,35,0.6894567079932641,11.75,25.058466284182124,14.172777224917636
health science,22,1,21,186,1.344553733636043,-4.25,14.57377334790911,5.145178482169808
oceanography,43,11,32,88,0.864617367991313,3.0,19.181119187095007,5.865962262396124
human resources,29,5,24,228,1.0805475449353228,-1.0,10.953071671232863,3.8977497495489484
geometry,28,22,6,177,0.9842019065443031,20.5,33.33412948802099,23.247485543784794
law,11,7,4,28,1.0231489260152964,6.0,12.641863599527603,7.158039529227561
robotics,40,22,18,83,0.5039522764865,17.5,36.49457980621638,21.10446343518175
special education,43,33,10,184,1.011778752533039,30.5,45.392018472676874,38.010123619500376
music theory,29,22,7,99,0.5062983934631357,20.25,39.44769315520892,22.427179199014635
biology,25,0,25,36,1.0078519570437636,-6.25,-0.5537945305170568,0.0
biology,37,17,20,45,0.6035022864484774,12.0,18.445203787889728,11.37646071847815
discrete math,30,14,16,149,0.516695099904719,10.0,18.736935814643005,14.953060428236526
compiler design,29,25,4,230,1.4703837752174413,24.0,32.515903189993104,35.71738305689185
oceanography,34,12,22,221,1.1343624859849957,6.5,13.686854879852746,17.859900999967152
visual arts,22,1,21,79,0.8342442624916344,-4.25,10.052865952499662,0.0
earth science,33,21,12,31,1.0289799159178865,18.0,35.31406804922712,18.69878961513677
international relations,26,5,21,70,0.8830943129472876,-0.25,15.658967704486942,2.204370811811479
artificial intelligence,36,28,8,91,0.6835776965589924,26.0,39.14697823610695,29.503208953376838
early childhood education,23,8,15,86,1.2122975215635075,4.25,15.25217552044315,6.529939159672752
physics,25,19,6,158,0.8466236650672201,17.5,29.34452933691248,19.93294384227659
industrial design,38,23,15,77,1.048013618954528,19.25,28.782476690002895,20.217721202433584
physical chemistry,13,0,13,94,1.2488538094146515,-3.25,2.2414504740343553,0.0
management,23,2,21,82,1.1862063187807792,-3.25,3.781996530773295,1.1671990467491864
algebra,19,12,7,65,0.7505466814254468,10.25,28.414589852433508,11.932767022952735
psychology,12,4,8,213,1.4580800738954036,2.0,8.214398252097597,14.421223443779933
film studies,31,29,2,128,0.671608927771347,28.5,38.7945394742985,29.512955542363727
health science,17,11,6,164,0.6801708715258203,9.5,26.909016285459614,11.847655904802226
classical mechanics,15,0,15,25,0.6828278369319525,-3.75,13.094014346614738,0.0
analytical chemistry,49,26,23,47,0.7137428925821291,20.25,26.6756463064115,20.41632033535077
electromagnetism,46,28,18,96,1.3717441377431894,23.5,35.58321935830385,25.923955602570146
software engineering,24,15,9,91,1.4497897783754612,12.75,24.801940764630217,12.4050216187968
classical mechanics,38,4,34,144,0.6507413130347145,-4.5,14.910791569204825,0.0
biology,23,1,22,126,0.9261578700105171,-4.5,9.301216914243058,0.0
creative writing,29,25,4,209,1.0152788037218088,24.0,32.980597779058655,34.9369082667859
pharmacology,49,27,22,227,0.9976944401446272,21.5,40.486964749731115,24.419389688783333
education,19,18,1,169,1.0868893277575258,17.75,24.0358340894789,27.308022574833952
ecology,30,4,26,108,1.3194868018830967,-2.5,17.14171989299349,0.34974487555822575
veterinary science,40,3,37,183,1.3359009277644924,-6.25,13.559330757694418,0.0
algebra,41,3,38,122,1.388657931675476,-6.5,-0.14843222212564378,0.0
physics,14,9,5,189,0.5228703114026998,7.75,18.094694897803734,15.794051417469996
psychology,22,1,21,98,0.726743149423803,-4.25,2.081364925395758,0.0
trigonometry,26,24,2,163,1.342756270294212,23.5,29.59425833319753,28.02645013106455
geography,17,10,7,153,0.5904645352662854,8.25,19.965437023624567,14.280544731187561
ecology,11,3,8,109,1.2006243608301324,1.0,20.805450938267953,4.288101781202084
physics,34,9,25,134,1.1786898900328895,2.75,21.887430441353718,6.7809062732645815
economics,44,21,23,152,1.4052421818025578,15.25,21.346446520612922,18.429199675220552
photography,36,0,36,224,0.5012388538750071,-9.0,-2.30469707460761,3.636131146698529
psychology,48,31,17,155,1.2262504989484757,26.75,41.483458767299595,32.93740290505911
statistics,14,12,2,118,1.432251209541378,11.5,20.63312538964084,14.96710172650938
anatomy,10,5,5,190,1.4969014160587464,3.75,21.992216229207695,9.318643909789065
creative writing,36,13,23,216,1.4524742095505823,7.25,23.052486787949327,12.944655877261525
international relations,47,44,3,60,0.9338725075876859,43.25,59.73794438062258,45.71315446928733
mobile development,13,0,13,236,0.763466213691356,-3.25,6.525086528573166,3.162514789864176
history,46,24,22,177,1.4271502837577437,18.5,37.49640705673865,25.718243704631867
inorganic chemistry,46,30,16,133,0.9750471673163281,26.0,44.81870705882887,28.16856775303552
urban planning,30,7,23,109,1.4966196319779899,1.25,17.090833482663925,5.57485189811549
meteorology,29,21,8,233,1.4560930975820396,19.0,30.129807762876542,24.651656996560565
pharmacology,37,32,5,169,1.2707791073005061,30.75,42.043959978791136,35.25783117632835
inorganic chemistry,11,6,5,224,1.3509742615293223,4.75,19.349156615105915,13.328709484380447
accounting,38,20,18,126,0.931887401792671,15.5,29.899040333704228,20.79125782847525
journalism,23,19,4,21,1.2945100800621658,18.0,28.431040080057716,14.983104574449568
algebra,15,4,11,63,1.247583113714561,1.25,14.446660632437847,0.8347205915092779
geometry,30,11,19,233,0.8574524545444444,6.25,26.06493123650612,20.4888688797138
classical mechanics,14,14,0,30,1.2424194392060994,14.0,33.39875076046139,13.321154189041488
music history,33,28,5,170,0.5771227668832278,26.75,37.792423526610676,37.43894835081154
molecular biology,44,31,13,13,1.1268358312992712,27.75,36.05708129496341,26.915743978306903
robotics,27,17,10,137,1.2594794200358546,14.5,21.48580531403218,16.3118813958475
inorganic chemistry,16,13,3,174,1.0775932851959933,12.25,22.09494890752429,14.965948811091561
computer science,20,14,6,147,1.4184511999826155,12.5,25.41664948352009,18.752958215929432
robotics,20,2,18,43,0.6500584655778069,-2.5,17.032767136081418,0.0
public health,14,6,8,174,1.2037873500892564,4.0,18.994426669244934,11.101930705879791
finance,24,1,23,17,0.7738524610131291,-4.75,6.718342860157488,0.0
accounting,49,20,29,190,0.5151346230741668,12.75,20.951538692359712,17.864709023510677
classical mechanics,30,1,29,132,1.115458432475041,-6.25,6.329718225877986,0.0
cyber security,18,0,18,152,0.6169066701112447,-4.5,10.682694865446996,0.7872968799212439
calculus,44,22,22,194,0.6552245720310134,16.5,24.6583900020987,23.3524114118711
mobile development,39,2,37,144,1.423462761069214,-7.25,4.14999827527131,0.0
classical mechanics,12,8,4,43,1.1805896309407524,7.0,26.371570237496716,8.028837676527864
earth science,27,2,25,169,0.9560777987018638,-4.25,7.6494565135758705,3.223290168475658
web development,43,15,28,174,0.9266366140353175,8.0,16.667001738895426,18.375971038162522
human resources,30,28,2,218,1.4089222206133536,27.5,43.156013546981356,38.108126582861004
media studies,27,16,11,85,0.5057729263682332,13.25,20.145225653278715,14.491830432333256
journalism,33,33,0,238,1.3036121635032671,33.0,49.031186505971384,40.384012522067124
sociology,12,12,0,81,0.5364382625955867,12.0,21.59789118555401,15.644149160353642
algebra,13,0,13,171,0.8294482418509623,-3.25,12.572426809263167,4.900700618057831
linguistics,25,4,21,95,1.4079943326764308,-1.25,12.595663829322184,0.675885248790816
law,30,16,14,187,0.9462539162050412,12.5,22.584935212829187,22.435782866965244
international relations,11,7,4,143,0.9494636025563447,6.0,15.509420625392853,9.362413633788309
astrophysics,34,11,23,235,1.4425018352014671,5.25,13.246957995591538,10.28545397987489
earth science,39,26,13,187,0.6399201464541728,22.75,40.29516514928901,26.18590130648675
law,16,10,6,132,0.9557774571808724,8.5,24.90847007570253,13.639834845582522
journalism,49,8,41,15,0.5533279245307701,-2.25,4.882214122213765,0.0
philosophy,48,34,14,31,1.44513768337898,30.5,49.380315276323515,29.12760102807084
pedagogy,21,11,10,150,1.313723038940227,8.5,24.00530051441367,12.325805659041022
translation studies,48,22,26,185,0.8598524889520307,15.5,27.85023059699633,21.338989794842465
graphic design,32,23,9,23,1.096570905535998,20.75,33.33277088531499,21.211619951453542
software engineering,11,6,5,146,0.8792415192589332,4.75,17.791949977091985,10.707524757266894
education,22,6,16,40,1.1265656376078366,2.0,12.451603987680684,2.9760329383897908
operating systems,27,26,1,178,0.7921468546376953,25.75,35.971105461690776,31.132061069221848
physical chemistry,11,3,8,190,0.8625058261608818,1.0,15.30078718533432,12.718791545342425
physics,32,21,11,50,0.9301198041774894,18.25,29.15339348163117,16.690513543131363
linear algebra,22,1,21,26,0.9875182720007466,-4.25,9.15644494010142,0.0
photography,28,4,24,230,1.3500808900713874,-2.0,13.866220369928765,2.9104258852172955
biology,28,17,11,129,1.1173293067007948,14.25,29.121604238180627,18.925820106442046
education,10,6,4,99,1.200409529889567,5.0,23.0390435815144,4.137935273310578
cyber security,41,30,11,14,0.975576769683278,27.25,40.52984600127175,25.601472200745242
pharmacology,29,19,10,94,0.8055106016486399,16.5,23.201149863952114,19.295839227525025
calculus,33,33,0,137,0.647742095504695,33.0,45.13667750652811,39.31386367781957
nanotechnology,11,0,11,197,1.280843612564963,-2.75,7.056775218148982,1.5753427740816637
robotics,13,10,3,234,0.7739909893385817,9.25,14.41462066626432,18.329425095840392
early childhood education,10,1,9,72,0.6489454950685948,-1.25,7.657242907876082,3.447294523271556
meteorology,42,24,18,82,0.7773601831553113,19.5,36.99886570394691,21.3451341823439
game development,48,1,47,181,0.974490298073445,-10.75,-3.673894656239364,0.0
computer science,14,3,11,35,1.3637237550943624,0.25,7.474808340038941,0.0
thermodynamics,22,20,2,51,0.745945152465114,19.5,38.60307610080457,22.126327425146588
operating systems,37,2,35,82,1.393627406496139,-6.75,11.087935502951922,0.0
foreign languages,27,20,7,22,1.1018204427212184,18.25,25.575100745157222,15.652735767807302
analytical chemistry,45,14,31,238,1.4894416299970596,6.25,15.185128113811704,20.09610653211214
pharmacology,41,29,12,173,0.8386282022083653,26.0,33.08686866358,30.00047415148913
law,43,3,40,184,1.1430101462776956,-7.0,-1.1317456126175554,0.6097984072308691
public health,19,16,3,208,1.276403197237507,15.25,23.07577422101931,23.66422468683555
operating systems,37,19,18,79,1.211980057791263,14.5,34.364015864991984,16.187488333784646
quantum physics,13,0,13,32,0.7827295799140095,-3.25,15.918986879750022,0.0
artificial intelligence,42,27,15,131,0.5366992155200584,23.25,39.595088037636685,26.419246259601774
accounting,39,37,2,61,0.6878733267476008,36.5,47.95209215416606,38.22103046984525
geography,15,5,10,218,1.200032594759117,2.5,21.01914562412894,8.745126735779388
early childhood education,17,13,4,235,1.2231754801275678,12.0,31.85811191300605,23.554531129818407
computer science,32,15,17,185,1.378994260624731,10.75,23.78645930747414,14.854657781796476
geography,30,20,10,186,1.1200979085062768,17.5,26.02276709013382,25.117385849524727
networking,37,10,27,16,1.4001481075153677,3.25,12.44147126453161,0.0
web development,18,1,17,163,0.9723822071749995,-3.25,11.212352670680687,0.0
urban planning,12,10,2,175,0.7366662108999502,9.5,18.464815926881247,20.757607096409956
theater,43,25,18,91,0.5506227211018234,20.5,28.03704507768788,26.302827339353826
trigonometry,23,20,3,98,1.253944066033686,19.25,36.06079821202736,22.54128310570303
human resources,35,30,5,74,0.6422420635572895,28.75,44.413060496271804,31.130160544344022
translation studies,40,4,36,51,0.7953751799196391,-5.0,12.030929243086618,0.0
math,34,15,19,24,1.0582006250030425,10.25,15.908526403932477,9.132195331925669
trigonometry,37,11,26,120,1.1787638027760141,4.5,17.80323074666817,9.391806747994881
machine learning,42,23,19,192,1.4593334181165436,18.25,34.33780711025676,25.08805507345536
education,45,24,21,50,0.5657891977896373,18.75,25.02387413066935,20.477974648395644
organic chemistry,32,29,3,166,1.1366560603860054,28.25,45.98822549302038,32.920886265766605
trigonometry,40,5,35,223,0.9433061244813362,-3.75,13.952211209123437,8.242368773193412
communication,47,5,42,144,0.7944171928990303,-5.5,7.6620798138275585,0.7321141986286384
evolution,44,1,43,43,1.3180399017980209,-9.75,3.9684657466322513,0.0
finance,36,6,30,49,1.2538962665259314,-1.5,17.36283851890775,0.0
geometry,20,12,8,233,1.1625421112055607,10.0,25.851348641874623,22.786367589319735
electromagnetism,48,16,32,22,0.8368607383310566,8.0,18.987621493833117,8.184856019191194
dentistry,12,2,10,205,1.245275461345516,-0.5,18.54053515036133,4.096661367259159
biology,38,38,0,192,1.3567881763655985,38.0,53.04463653870795,44.04633555394608
machine learning,19,15,4,108,1.4013524126095012,14.0,26.545435692389653,15.556598937059263
early childhood education,21,6,15,227,0.8333421612232588,2.25,17.71391110809177,14.119709604336556
law,15,2,13,125,0.7624972663120823,-1.25,5.274341118121758,1.0756076171620383
